"","elapsed.time","NH3_30s.bg","DATE","TIME","FRAC_DAYS_SINCE_JAN1","FRAC_HRS_SINCE_JAN1","JULIAN_DAYS","EPOCH_TIME","ALARM_STATUS","INST_STATUS","CavityPressure","CavityTemp","DasTemp","EtalonTemp","WarmBoxTemp","species","MPVPosition","OutletValve","solenoid_valves","NH3","NH3_30s","NH3_5min","H2O","CO2","NH3_raw","NH3_dry","nh3_base_11","date.time","id","Vid","treat","NH3.corr","date.time.weather","date","time","temp","air.flow","A.frame","air.temp.K","n","flux","flux.tr","flux.time","cum.emis"
"139",62.6,29.6516405656667,"2022-11-27","01:35:51.789",330.06657163,7921.597719,331.06657163,1669512951.789,0,899,140.00030518,44.999565125,26.1875,45.177757263,44.999839783,2,3,35108.589844,3,51.193183049,51.539305227,54.000578582,0.94114697342,273.22502938,51.193183049,51.193183049,705.0580921,2022-11-27 01:35:51,"3","0","DFC",21.8876646613333,"2022-11-27 02:00:00","2022-11-27","02:00:00",6.9,3000,0.38465,280.05,9.52459296885209e-10,0.00010404896633575,0.00010430854552491,0.00834468364199282,2.15560880130066
"140",64,29.7886792273333,"2022-11-27","02:55:49.551",330.12210128,7922.930431,331.12210128,1669517749.551,0,899,139.99613223,44.997708196,26.1875,45.178210383,45.000686314,2,3,35099.756369,3,54.426226486,54.51843568,57.240095968,0.92898541414,247.52239917,54.426226486,54.426226486,704.96794442,2022-11-27 02:55:49,"3","0","DFC",24.7297564526667,"2022-11-27 03:00:00","2022-11-27","03:00:00",6.7,3000,0.38465,279.85,1.07690428253057e-09,0.000117643638742657,0.000110846302539203,0.00886770420313627,2.1644765055038
"141",65.3,28.9854200273333,"2022-11-27","04:15:46.440",330.17762084,7924.2629,331.17762084,1669522546.441,0,899,139.99794239,44.999259949,26,45.177177429,44.999382019,2,3,35089.092413,3,51.328297363,51.376731697,54.577001601,0.90921602381,269.86228162,51.328297363,51.328297363,704.89029236,2022-11-27 04:15:46,"3","0","DFC",22.3913116696667,"2022-11-27 04:00:00","2022-11-27","04:00:00",6.7,3000,0.38465,279.85,9.75072256562424e-10,0.000106519260959258,0.000112081449850958,0.00896651598807661,2.17344302149188
"142",66.6,28.3483673053333,"2022-11-27","05:35:44.368",330.23315241,7925.595658,331.23315241,1669527344.368,0,899,140.00255452,44.999778748,25.625,45.178092957,45.000083923,2,3,35073.124597,3,47.229109296,47.494748747,50.157140447,0.90893977392,241.00777645,47.229109296,47.229109296,704.94492844,2022-11-27 05:35:44,"3","0","DFC",19.1463814416667,"2022-11-27 06:00:00","2022-11-27","06:00:00",6.3,3000,0.38465,279.45,8.34959035654493e-10,9.12129524869501e-05,9.88661067231043e-05,0.00790928853784834,2.18135231002972
"143",68,28.9200704923333,"2022-11-27","06:55:42.285",330.28868385,7926.928413,331.28868385,1669532142.285,0,899,139.99482188,44.999046326,25.75,45.179130554,45.001548767,2,3,35066.488048,3,49.774987635,50.130337086,52.273520796,0.9199610538,236.75658788,49.774987635,49.774987635,705.10241453,2022-11-27 06:55:42,"3","0","DFC",21.2102665936667,"2022-11-27 07:00:00","2022-11-27","07:00:00",6.4,3000,0.38465,279.55,9.24632611096508e-10,0.000101009111611949,9.61110320494498e-05,0.00768888256395599,2.18904119259368
"144",69.3,29.6117926113333,"2022-11-27","08:15:39.270",330.34420453,7928.260909,331.34420453,1669536939.271,0,899,140.00023444,45.001062642,26.016644022,45.177970886,45.000061533,2,3,35074.402089,3,53.37674974,53.568489938,56.703514414,0.91850986206,265.74254845,53.37674974,53.37674974,704.96260615,2022-11-27 08:15:39,"3","0","DFC",23.9566973266667,"2022-11-27 08:00:00","2022-11-27","08:00:00",6.7,3000,0.38465,279.85,1.0432399524741e-09,0.000113966065584186,0.000107487588598068,0.00859900708784541,2.19764019968153
"145",70.6,29.6114057386667,"2022-11-27","09:35:37.210",330.39973624,7929.59367,331.39973624,1669541737.211,0,899,140.00100152,45.002067566,26.1875,45.178398132,45.000816345,2,3,35081.701236,3,56.720272309,57.219063835,60.364600661,0.91052281821,269.70225054,56.720272309,56.720272309,705.09804996,2022-11-27 09:35:37,"3","0","DFC",27.6076580963333,"2022-11-27 10:00:00","2022-11-27","10:00:00",7.3,3000,0.38465,280.45,1.1996559144433e-09,0.000131053325076041,0.000122509695330113,0.00980077562640906,2.20744097530793
"146",72,28.9516230936667,"2022-11-27","10:55:34.743",330.45526324,7930.926318,331.45526324,1669546534.744,0,899,140.00368533,45.001248899,26.25,45.177843509,45.000133017,2,3,35080.405783,3,51.247473874,51.709696506,55.646719239,0.90348936099,237.08427473,51.247473874,51.247473874,705.02838088,2022-11-27 10:55:34,"3","0","DFC",22.7580734123333,"2022-11-27 11:00:00","2022-11-27","11:00:00",7.2,3000,0.38465,280.35,9.89276082939528e-10,0.000108070921442161,0.000119562123259101,0.00956496986072808,2.21700594516866
"147",73.3,28.4372644443333,"2022-11-27","12:15:32.377",330.5107914,7932.258994,331.5107914,1669551332.377,0,899,139.99717049,44.999229431,26.1875,45.177879333,45.000053406,2,3,35067.075238,3,50.363164509,50.651657893,53.93842607,0.88513069876,250.3370139,50.363164509,50.363164509,705.00135685,2022-11-27 12:15:32,"3","0","DFC",22.2143934486667,"2022-11-27 12:00:00","2022-11-27","12:00:00",7.1,3000,0.38465,280.25,9.65987294595961e-10,0.000105526797654106,0.000106798859548133,0.00854390876385067,2.22554985393251
"148",74.6,27.2922514586667,"2022-11-27","13:35:30.104",330.56632065,7933.591696,331.56632065,1669556130.104,0,899,139.99699808,45.001136614,25.9375,45.177157361,44.999165742,2,3,35054.258025,3,47.6041521,47.861454666,50.818719168,0.86912621626,249.27459956,47.6041521,47.6041521,704.92591382,2022-11-27 13:35:30,"3","0","DFC",20.5692032073333,"2022-11-27 14:00:00","2022-11-27","14:00:00",6.8,3000,0.38465,279.95,8.95405118837997e-10,9.78162293879748e-05,0.00010167151352104,0.00813372108168322,2.2336835750142
"149",76,26.8353138016667,"2022-11-27","14:55:27.756",330.62184903,7934.924377,331.62184903,1669560927.756,0,899,140.00182459,44.999595642,25.6875,45.17754364,44.999534607,2,3,35040.142918,2.7065217391,45.777783838,45.939165795,48.69499333,0.85304461758,270.41655928,45.777783838,45.777783838,704.8800601,2022-11-27 14:55:27,"3","0","DFC",19.1038519933333,"2022-11-27 15:00:00","2022-11-27","15:00:00",6.6,3000,0.38465,279.75,8.32210949474196e-10,9.09127448797626e-05,9.43644871338687e-05,0.0075491589707095,2.24123273398491
"150",77.3,26.2120358346667,"2022-11-27","16:15:24.555",330.67736753,7936.256821,331.67736753,1669565724.555,0,899,139.99559593,44.998857084,25.4375,45.177574158,44.999322974,2,3,35020.081861,3,43.66445988,44.160626237,46.734422291,0.83500040581,273.16565967,43.66445988,43.66445988,704.8263796,2022-11-27 16:15:24,"3","0","DFC",17.9485904023333,"2022-11-27 16:00:00","2022-11-27","16:00:00",6.3,3000,0.38465,279.45,7.82724285492204e-10,8.55067015437695e-05,8.82097232117661e-05,0.00705677785694129,2.24828951184185
"151",78.6,25.9522221053333,"2022-11-27","17:35:22.279",330.73289676,7937.589522,331.73289676,1669570522.28,0,899,140.00232066,45.000389099,25.25,45.178367615,45.000450134,2,3,35006.487347,3,43.646884113,43.661966102,46.309384127,0.81907218287,285.07147244,43.646884113,43.646884113,704.88958548,2022-11-27 17:35:22,"3","0","DFC",17.7097439966667,"2022-11-27 18:00:00","2022-11-27","18:00:00",5.9,3000,0.38465,279.05,7.73415430364825e-10,8.44897796060652e-05,8.49982405749174e-05,0.00679985924599339,2.25508937108784
"152",80,25.4084898096667,"2022-11-27","18:55:19.503",330.78842019,7938.922084,331.78842019,1669575319.504,0,899,140.0057922,44.999308379,24.9375,45.177696726,44.999382019,2,3,34996.289954,3,42.467540901,42.872678345,45.802229387,0.80034083005,261.9162815,42.467540901,42.467540901,704.78837478,2022-11-27 18:55:19,"3","0","DFC",17.4641885353333,"2022-11-27 19:00:00","2022-11-27","19:00:00",5.6,3000,0.38465,278.75,7.63512428786971e-10,8.34079516674156e-05,8.39488656367404e-05,0.00671590925093924,2.26180528033878
"153",81.3,25.319581508,"2022-11-27","20:15:17.732",330.84395523,7940.254926,331.84395523,1669580117.732,0,899,139.99865723,44.999504089,24.75,45.178062439,44.999839783,2,3,34988.941406,3,42.369525343,42.472396078,44.999071163,0.79221264771,269.73178057,42.369525343,42.369525343,704.9001354,2022-11-27 20:15:17,"3","0","DFC",17.15281457,"2022-11-27 20:00:00","2022-11-27","20:00:00",5.4,3000,0.38465,278.55,7.50437980214353e-10,8.19796671582091e-05,8.26938094128124e-05,0.00661550475302499,2.26842078509181
"154",82.6,25.0180481083333,"2022-11-27","21:35:15.285",330.89948247,7941.587579,331.89948247,1669584915.285,0,899,139.99799098,44.999541905,24.75,45.178311224,45.000048762,2,3,34980.203465,3,36.773825782,36.720182529,39.245400854,0.811497381,268.46689615,36.773825782,36.773825782,704.72127809,2022-11-27 21:35:15,"3","0","DFC",11.7021344206667,"2022-11-27 22:00:00","2022-11-27","22:00:00",5.1,3000,0.38465,278.25,5.12521968408602e-10,5.59891443252991e-05,6.89844057417541e-05,0.00551875245934033,2.27393953755115
"155",84,25.10639135,"2022-11-27","22:55:11.892",330.95499876,7942.91997,331.95499876,1669589711.893,0,899,139.99900353,45.000785828,24.625,45.178092957,44.999900818,2,3,34979.261039,3,37.585680479,37.782553021,40.046978039,0.81020035956,296.84165704,37.585680479,37.585680479,704.79289131,2022-11-27 22:55:11,"3","0","DFC",12.676161671,"2022-11-27 23:00:00","2022-11-27","23:00:00",5.1,3000,0.38465,278.25,5.55181738470961e-10,6.06494011925741e-05,5.83192727589367e-05,0.00466554182071493,2.27860507937186
"156",85.3,25.636431986,"2022-11-28","00:15:10.453",331.01053765,7944.252904,332.01053765,1669594510.453,0,899,139.99920654,45.000663757,24.5625,45.179679871,45.001213074,2,3,34970.652344,3,39.947976757,39.949591535,42.055921471,0.81695638831,278.57780485,39.947976757,39.947976757,704.87196741,2022-11-28 00:15:10,"3","0","DFC",14.313159549,"2022-11-28 00:00:00","2022-11-28","00:00:00",5.3,3000,0.38465,278.45,6.26427573933928e-10,6.84324692563656e-05,6.45409352244699e-05,0.00516327481795759,2.28376835418982
"157",86.6,26.008229999,"2022-11-28","01:35:07.476",331.06605875,7945.58541,332.06605875,1669599307.476,0,899,139.99344336,45.00087738,24.9375,45.178092957,44.999931335,2,3,34976.401792,3,40.310795553,40.624886944,43.195532375,0.8316838742,280.50528344,40.310795553,40.310795553,705.00757112,2022-11-28 01:35:07,"3","0","DFC",14.616656945,"2022-11-28 02:00:00","2022-11-28","02:00:00",5.7,3000,0.38465,278.85,6.38792754145352e-10,6.97832715675629e-05,6.91078704119643e-05,0.00552862963295715,2.28929698382278
"158",88,25.880810683,"2022-11-28","02:55:04.999",331.12158564,7946.918055,332.12158564,1669604104.999,0,899,139.99841997,44.999243197,25.125,45.178634478,45.000122236,2,3,34975.659286,3,41.559207967,41.877753578,44.596210336,0.84056667481,240.2103275,41.559207967,41.559207967,704.75408712,2022-11-28 02:55:04,"3","0","DFC",15.996942895,"2022-11-28 03:00:00","2022-11-28","03:00:00",5.9,3000,0.38465,279.05,6.98614416785848e-10,7.63183352522631e-05,7.30508034099131e-05,0.00584406427279305,2.29514104809557
"159",89.3,25.2649965103333,"2022-11-28","04:15:02.967",331.17711769,7948.250824,332.17711769,1669608902.968,0,899,140.00016378,44.998497009,24.875,45.178977966,45.000541687,2,3,34966.202382,3,39.436006607,39.645997561,42.249209704,0.82460457087,278.31092399,39.436006607,39.436006607,704.90483506,2022-11-28 04:15:02,"3","0","DFC",14.3810010506667,"2022-11-28 04:00:00","2022-11-28","04:00:00",5.8,3000,0.38465,278.95,6.28268561545415e-10,6.86335832132965e-05,7.24759592327798e-05,0.00579807673862239,2.30093912483419
"160",90.6,25.3696114543333,"2022-11-28","05:35:00.144",331.23264057,7949.583374,332.23264057,1669613700.145,0,899,140.00051482,45.000564575,24.6875,45.178947449,45.000427246,2,3,34958.337126,3,41.314727492,41.656133194,44.280731701,0.81230178246,259.10556951,41.314727492,41.314727492,704.75247891,2022-11-28 05:35:00,"3","0","DFC",16.2865217396667,"2022-11-28 06:00:00","2022-11-28","06:00:00",5.9,3000,0.38465,279.05,7.11260830354253e-10,7.76998601782627e-05,7.31667216957796e-05,0.00585333773566237,2.30679246256985
"161",92,24.602193126,"2022-11-28","06:54:56.881",331.28815836,7950.915801,332.28815836,1669618496.882,0,899,139.99808403,44.999412537,24.625,45.177879333,44.999137878,2,3,34961.888162,3,40.424137463,40.98777043,43.997646137,0.794082923,266.31600826,40.424137463,40.424137463,704.87719901,2022-11-28 06:54:56,"3","0","DFC",16.385577304,"2022-11-28 07:00:00","2022-11-28","07:00:00",5.9,3000,0.38465,279.05,7.15586759737157e-10,7.81724352081927e-05,7.79361476932277e-05,0.00623489181545822,2.31302735438531
"162",93.3,23.931813519,"2022-11-28","08:14:54.961",331.34369169,7952.248601,332.34369169,1669623294.962,0,899,140.00140381,45.001121521,24.375,45.179740906,45.001060486,2,3,34953.785156,3,37.741245286,37.794932496,39.958276667,0.7924401536,268.35468673,37.741245286,37.741245286,704.87850459,2022-11-28 08:14:54,"3","0","DFC",13.863118977,"2022-11-28 08:00:00","2022-11-28","08:00:00",5.8,3000,0.38465,278.95,6.05643639655319e-10,6.61619818086065e-05,7.21672085083996e-05,0.00577337668067197,2.31880073106598
"163",94.6,24.6987669476667,"2022-11-28","09:34:51.848",331.3992112,7953.581069,332.3992112,1669628091.848,0,899,139.99884008,45.000419617,24.3125,45.178276062,44.99962616,2,3,34952.322563,3,38.816223399,38.914158368,41.411268564,0.79161707228,280.48596575,38.816223399,38.816223399,704.75821656,2022-11-28 09:34:51,"3","0","DFC",14.2153914203333,"2022-11-28 10:00:00","2022-11-28","10:00:00",6,3000,0.38465,279.15,6.20588561102633e-10,6.77946013164923e-05,6.69782915625494e-05,0.00535826332500395,2.32415899439099
"164",96,25.2979589733333,"2022-11-28","10:54:50.075",331.45474624,7954.91391,332.45474624,1669632890.075,0,899,139.99936643,44.997662752,24.125,45.17973195,45.000764266,2,3,34920.573454,3,38.576004814,39.320734316,42.270246792,0.79858958208,265.67591376,38.576004814,38.576004814,704.99269347,2022-11-28 10:54:50,"3","0","DFC",14.0227753426667,"2022-11-28 11:00:00","2022-11-28","11:00:00",6.2,3000,0.38465,279.35,6.11741405529669e-10,6.68281165592025e-05,6.73113589378474e-05,0.00538490871502779,2.32954390310602
"165",97.3,24.295480596,"2022-11-28","12:14:47.428",331.51027117,7956.246508,332.51027117,1669637687.429,0,899,140.00087705,45.00063324,24.375,45.178977966,45.000541687,2,3,34945.939113,3,35.230681129,35.742210686,38.628266304,0.80420507229,263.01198913,35.230681129,35.230681129,704.87992722,2022-11-28 12:14:47,"3","0","DFC",11.44673009,"2022-11-28 12:00:00","2022-11-28","12:00:00",6.1,3000,0.38465,279.25,4.99540652298553e-10,5.45710338324462e-05,6.06995751958244e-05,0.00485596601566595,2.33439986912168
"166",98.6,24.430883694,"2022-11-28","13:34:44.977",331.56579836,7957.579161,332.56579836,1669642484.978,0,899,140.00523227,45.000322259,24,45.178637961,44.999652365,2,3,34931.052904,3.4293478261,35.732794798,36.301196745,39.018623674,0.77963147919,263.24885812,35.732794798,35.732794798,704.85978498,2022-11-28 13:34:44,"3","0","DFC",11.870313051,"2022-11-28 14:00:00","2022-11-28","14:00:00",5.5,3000,0.38465,278.65,5.19141444456441e-10,5.67122719620541e-05,5.56416528972502e-05,0.00445133223178002,2.33885120135346
"167",99.9,23.6368970753333,"2022-11-28","14:54:42.339",331.62132338,7958.911761,332.62132338,1669647282.34,0,899,140.00214419,45.000297546,24.125,45.179161072,45.000450134,2,3,34936.10636,3,35.929109053,36.307763473,38.954338088,0.7533890288,270.44716197,35.929109053,35.929109053,704.68823785,2022-11-28 14:54:42,"3","0","DFC",12.6708663976667,"2022-11-28 15:00:00","2022-11-28","15:00:00",5.6,3000,0.38465,278.75,5.53954394075891e-10,6.05153231106417e-05,5.86137975363479e-05,0.00468910380290784,2.34354030515637
"168",101,23.2965362743333,"2022-11-28","16:14:39.012",331.67684042,7960.24417,332.67684042,1669652079.012,0,899,139.99895726,45.001579285,24.125,45.178825378,45.000236511,2,3,34945.20614,3,34.079022573,34.468588804,37.030769057,0.75966623955,295.79968028,34.079022573,34.079022573,704.60701732,2022-11-28 16:14:39,"3","0","DFC",11.1720525296667,"2022-11-28 16:00:00","2022-11-28","16:00:00",5.7,3000,0.38465,278.85,4.88252972737626e-10,5.33379403086762e-05,5.6926631709659e-05,0.00455413053677272,2.34809443569314
"169",103,22.94637743,"2022-11-28","17:34:36.575",331.73236777,7961.576826,332.73236777,1669656876.575,0,899,140.00059045,45.001060486,24.125,45.17855072,44.99974823,2,3,34954.378121,3,35.273304214,35.667490576,38.041004755,0.74235946138,264.60732151,35.273304214,35.273304214,704.79468569,2022-11-28 17:34:36,"3","0","DFC",12.721113146,"2022-11-28 18:00:00","2022-11-28","18:00:00",5.7,3000,0.38465,278.85,5.55951674374333e-10,6.07335108602026e-05,5.70357255844394e-05,0.00456285804675516,2.3526572937399
"170",104,22.750582392,"2022-11-28","18:54:34.852",331.78790339,7962.909681,332.78790339,1669661674.853,0,899,139.99901863,44.998441447,24.0625,45.178913946,45.000144958,2,3,34958.276261,0.14673913043,34.638972276,34.649125884,37.19984501,0.73286311759,285.31752942,34.638972276,34.638972276,705.00577485,2022-11-28 18:54:34,"3","0","DFC",11.898543492,"2022-11-28 19:00:00","2022-11-28","19:00:00",5.5,3000,0.38465,278.65,5.20376086866917e-10,5.68471472969103e-05,5.87903290785565e-05,0.00470322632628452,2.35736052006618
"171",105,22.381960891,"2022-11-28","20:14:31.517",331.84342035,7964.242088,332.84342035,1669666471.518,0,899,140.00439453,44.999687195,24.0625,45.178581238,44.999900818,2,3,34965.690132,3,33.876063268,33.888982148,36.708798403,0.72357157182,282.60126107,33.876063268,33.876063268,704.90873748,2022-11-28 20:14:31,"3","0","DFC",11.507021257,"2022-11-28 20:00:00","2022-11-28","20:00:00",5.4,3000,0.38465,278.55,5.03433751653196e-10,5.49963254590991e-05,5.59217363780047e-05,0.00447373891024038,2.36183425897642
"172",107,22.1576740706667,"2022-11-28","21:34:28.562",331.8989417,7965.574601,332.8989417,1669671268.563,0,899,140.00309588,44.999382019,24.125,45.179069519,45.000205994,2,3,34972.102497,3,34.13283656,34.171024088,36.550252927,0.72391233127,267.69372175,34.13283656,34.13283656,704.80115637,2022-11-28 21:34:28,"3","0","DFC",12.0133500173333,"2022-11-28 22:00:00","2022-11-28","22:00:00",5.5,3000,0.38465,278.65,5.25397085482413e-10,5.73956533775628e-05,5.6195989418331e-05,0.00449567915346648,2.36632993812989
"173",108,22.246500795,"2022-11-28","22:54:26.838",331.9544773,7966.907455,332.9544773,1669676066.839,0,899,140.00174348,45.002128601,24.3125,45.178764343,45.000144958,2,3,34984.121646,3,29.715441861,29.956632975,32.520922298,0.75525007356,284.18786399,29.715441861,29.715441861,704.81992346,2022-11-28 22:54:26,"3","0","DFC",7.71013218,"2022-11-28 23:00:00","2022-11-28","23:00:00",5.3,3000,0.38465,278.45,3.37440477743067e-10,3.68628171553658e-05,4.71292352664644e-05,0.00377033882131715,2.3701002769512
"174",109,21.920601389,"2022-11-29","00:14:23.578",332.00999512,7968.239883,333.00999512,1669680863.578,0,899,139.98938635,44.99974823,24.125,45.178672791,44.999473572,2,3,34977.999193,3,30.785121868,30.667993939,33.058709594,0.74167256288,279.10405908,30.785121868,30.785121868,704.73263297,2022-11-29 00:14:23,"3","0","DFC",8.74739255,"2022-11-29 00:00:00","2022-11-29","00:00:00",4.9,3000,0.38465,278.05,3.833878036972e-10,4.18822146110405e-05,3.93725158832032e-05,0.00314980127065626,2.37325007822186
"175",111,21.7335164013333,"2022-11-29","01:34:21.849",332.06553067,7969.572736,333.06553067,1669685661.85,0,899,139.9941194,44.999320984,24.125,45.178977966,45.000602722,2,3,34974.442595,3,31.351874747,31.311084895,33.375842131,0.73390514707,302.74669998,31.351874747,31.351874747,704.80786292,2022-11-29 01:34:21,"3","0","DFC",9.57756849366667,"2022-11-29 02:00:00","2022-11-29","02:00:00",4.8,3000,0.38465,277.95,4.19924451972013e-10,4.58735667861931e-05,4.38778906986168e-05,0.00351023125588935,2.37676030947775
"176",112,22.1153698063333,"2022-11-29","02:54:18.349",332.12104572,7970.905097,333.12104572,1669690458.35,0,899,140.00488547,44.999595642,23.96263587,45.179374695,45.000816345,2,3,34976.699516,3,30.983970387,30.890555767,33.418461128,0.74531925912,273.72272341,30.983970387,30.983970387,704.71900761,2022-11-29 02:54:18,"3","0","DFC",8.77518596066666,"2022-11-29 03:00:00","2022-11-29","03:00:00",4.7,3000,0.38465,277.85,3.84882800113684e-10,4.20455316496997e-05,4.39595492179465e-05,0.00351676393743572,2.38027707341519
"177",113,22.1022645996667,"2022-11-29","04:14:16.117",332.17657543,7972.23781,333.17657543,1669695256.117,0,899,139.99790955,44.99886322,24.125,45.178367615,44.99974823,2,3,34989.515625,3,33.203523734,33.465491165,35.797927803,0.72663330694,274.15270099,33.203523734,33.203523734,704.78181262,2022-11-29 04:14:16,"3","0","DFC",11.3632265653333,"2022-11-29 04:00:00","2022-11-29","04:00:00",4.9,3000,0.38465,278.05,4.98036695037406e-10,5.44067378893574e-05,4.82261347695286e-05,0.00385809078156229,2.38413516419675
"178",115,21.6221972573333,"2022-11-29","05:34:13.884",332.23210514,7973.570523,333.23210514,1669700053.884,0,899,140.01043262,44.998680115,24,45.178459167,44.99962616,2,3,35002.964695,3,33.59412329,33.591428267,36.234855719,0.69813538218,284.09172203,33.59412329,33.59412329,704.66622475,2022-11-29 05:34:13,"3","0","DFC",11.9692310096667,"2022-11-29 06:00:00","2022-11-29","06:00:00",5,3000,0.38465,278.15,5.2440854627645e-10,5.72876629543508e-05,5.58472004218541e-05,0.00446777603374833,2.3886029402305
"179",116,21.382087557,"2022-11-29","06:54:11.325",332.28763109,7974.903146,333.28763109,1669704851.326,0,899,139.99292788,45.000205994,23.9375,45.178398132,44.999534607,2,3,35004.579059,3,33.053515495,33.475640468,35.633753583,0.66422354337,296.13895697,33.053515495,33.053515495,704.77523768,2022-11-29 06:54:11,"3","0","DFC",12.093552911,"2022-11-29 07:00:00","2022-11-29","07:00:00",4.8,3000,0.38465,277.95,5.30236727819215e-10,5.79243476579649e-05,5.76060053061579e-05,0.00460848042449263,2.39321142065499
"180",117,21.032334023,"2022-11-29","08:14:09.039",332.34316019,7976.235844,333.34316019,1669709649.04,0,899,139.99891488,45.000022888,23.976222826,45.178276062,44.99962616,2,3,35019.331628,3,33.582088199,33.714597598,36.811915607,0.64025872156,286.34305797,33.582088199,33.582088199,704.68449732,2022-11-29 08:14:09,"3","0","DFC",12.682263575,"2022-11-29 08:00:00","2022-11-29","08:00:00",4.8,3000,0.38465,277.95,5.56048498637012e-10,6.07440881777645e-05,5.93342179178647e-05,0.00474673743342918,2.39795815808842
"181",119,21.931394303,"2022-11-29","09:34:06.874",332.39869067,7977.568576,333.39869067,1669714446.874,0,899,139.9972676,45.001152039,23.5625,45.179649353,45.000724792,2,3,35018.418032,3,29.660201474,30.084084364,32.507141577,0.67583569511,306.7567468,29.660201474,29.660201474,704.67103723,2022-11-29 09:34:06,"3","0","DFC",8.152690061,"2022-11-29 10:00:00","2022-11-29","10:00:00",4.3,3000,0.38465,277.45,3.58095430316773e-10,3.91192143284904e-05,4.99316512531275e-05,0.0039945321002502,2.40195269018867
"182",120,22.783423921,"2022-11-29","10:54:04.328",332.45421676,7978.901202,333.45421676,1669719244.328,0,899,139.99886281,44.999992371,24.155910326,45.17943573,45.000602722,2,3,35035.294731,3,34.367331169,34.212437785,36.91378863,0.67920192216,290.51987947,34.367331169,34.367331169,704.84140547,2022-11-29 10:54:04,"3","0","DFC",11.429013864,"2022-11-29 11:00:00","2022-11-29","11:00:00",4.7,3000,0.38465,277.85,5.0128064273868e-10,5.47611146131382e-05,4.69401644708143e-05,0.00375521315766515,2.40570790334633
"183",0,64.422482502,"2022-11-24","11:05:47.617",327.46235668,7859.09656,328.46235668,1669287947.617,0,899,140.00057079,44.999382019,24,45.178459167,44.999687195,2,4,34849.176567,4,614.54145742,616.14063639,600.96446493,0.92777846239,184.38929168,614.54145742,614.54145742,708.14719142,2022-11-24 11:05:47,"4","V4","DFC",551.718153888,"2022-11-24 11:00:00","2022-11-24","11:00:00",6.1,3000,0.38465,279.25,2.4077238155457e-08,0.0026302559600055,0,0,0
"184",1.33,62.0112197196667,"2022-11-24","12:25:45.765",327.5178908,7860.429379,328.5178908,1669292745.765,0,899,139.99941444,45.001701355,26.0625,45.179954529,45.002128601,2,4,34952.689941,4,611.76771674,612.06409371,608.88647223,0.93367708049,161.92121679,611.76771674,611.76771674,708.23764204,2022-11-24 12:25:45,"4","0","DFC",550.052873990333,"2022-11-24 12:00:00","2022-11-24","12:00:00",6.5,3000,0.38465,279.65,2.39702294081985e-08,0.00261856606461833,0.00262441101231192,0.209952880984953,0.209952880984953
"185",2.67,56.981859441,"2022-11-24","13:45:44.378",327.5734303,7861.762327,328.5734303,1669297544.378,0,899,140.00037716,45.000389099,26.25,45.178367615,45.000358582,2,4,34985.057638,4,585.82799668,585.79544663,585.9304156,0.93162209031,155.32281625,585.82799668,585.82799668,707.94263302,2022-11-24 13:45:44,"4","0","DFC",528.813587189,"2022-11-24 14:00:00","2022-11-24","14:00:00",6.9,3000,0.38465,280.05,2.30117477232355e-08,0.00251385919798552,0.00256621263130193,0.205297010504154,0.415249891489108
"186",4,52.930372566,"2022-11-24","15:05:41.632",327.62895409,7863.094898,328.62895409,1669302341.633,0,899,139.9950598,45.000938416,26.0625,45.17754364,44.999382019,2,4,34993.958432,4,535.21005728,533.97349731,535.53991029,0.92256499595,166.72242255,535.21005728,535.21005728,707.6463248,2022-11-24 15:05:41,"4","0","DFC",481.043124744,"2022-11-24 15:00:00","2022-11-24","15:00:00",6.9,3000,0.38465,280.05,2.09329777047682e-08,0.00228676931353732,0.00240031425576142,0.192025140460914,0.607275031950021
"187",5.33,51.05541865,"2022-11-24","16:25:39.233",327.68448187,7864.427565,328.68448187,1669307139.234,0,899,139.99658336,45.000419617,26.125,45.178092625,45.00041829,2,4,34997.160751,4,475.34633986,475.81555047,477.58269694,0.92778426441,159.28648274,475.34633986,475.34633986,707.33912042,2022-11-24 16:25:39,"4","0","DFC",424.76013182,"2022-11-24 16:00:00","2022-11-24","16:00:00",6.8,3000,0.38465,279.95,1.84903806178712e-08,0.00201993407669572,0.00215335169511652,0.172268135609322,0.779543167559343
"188",6.66,49.2524267966667,"2022-11-24","17:45:37.000",327.74001159,7865.760278,328.74001159,1669311937.001,0,899,139.99930274,44.998649597,26,45.176689148,44.998710632,2,4,35003.207328,4,417.3142032,418.42319333,422.00423712,0.92807207364,171.93109638,417.3142032,417.3142032,707.17316197,2022-11-24 17:45:37,"4","0","DFC",369.170766533333,"2022-11-24 18:00:00","2022-11-24","18:00:00",6.7,3000,0.38465,279.85,1.6076243218399e-08,0.00175620784521369,0.00188807096095471,0.151045676876377,0.93058884443572
"189",8,47.0209101913333,"2022-11-24","19:05:34.282",327.79553568,7867.092856,328.79553568,1669316734.283,0,899,139.99681124,45.00063324,25.778532609,45.176750183,44.998832703,2,4,35002.828465,4,356.58272499,356.92110631,361.57203976,0.91074856952,191.61963148,356.58272499,356.58272499,706.65929172,2022-11-24 19:05:34,"4","0","DFC",309.900196118667,"2022-11-24 19:00:00","2022-11-24","19:00:00",6.6,3000,0.38465,279.75,1.35000175118691e-08,0.00147477469348886,0.00161549126935128,0.129239301548102,1.05982814598382
